kind,etag,id,video_link,video_id,publishedAt,channelId,title,description,thumbnails,channelTitle,playlistId,position,resourceId,videoOwnerChannelTitle,videoOwnerChannelId,thumbnaiL
youtube#playlistItem,sSCWVjV-x-kSUboloSx5SxV2ioA,UExUbld0Wk1UZUhyUEZzQzR0RHB6TUZlcnN6WV9FUWx2SC5ENDU4Q0M4RDExNzM1Mjcy,https://www.youtube.com/watch?v=V7Cm9kM8q0o,V7Cm9kM8q0o,2024-07-25T14:10:47Z,UC1c9AbJs9TxnqYFF3lk0ROg,"Wednesday, July 24, 2024 - Regular City Council Meeting",,"{'default': {'url': 'https://i.ytimg.com/vi/V7Cm9kM8q0o/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/V7Cm9kM8q0o/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/V7Cm9kM8q0o/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/V7Cm9kM8q0o/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/V7Cm9kM8q0o/maxresdefault.jpg', 'width': 1280, 'height': 720}}",City of San Luis,PLTnWtZMTeHrPFsC4tDpzMFerszY_EQlvH,0,"{'kind': 'youtube#video', 'videoId': 'V7Cm9kM8q0o'}",City of San Luis,UC1c9AbJs9TxnqYFF3lk0ROg,https://i.ytimg.com/vi/V7Cm9kM8q0o/hqdefault.jpg
youtube#playlistItem,5XKR_CKPghHSWzJqcCZ4zTAc2eM,UExUbld0Wk1UZUhyUEZzQzR0RHB6TUZlcnN6WV9FUWx2SC45RTgxNDRBMzUwRjQ0MDhC,https://www.youtube.com/watch?v=pIcRrKVUea8,pIcRrKVUea8,2024-07-11T00:50:11Z,UC1c9AbJs9TxnqYFF3lk0ROg,"Wednesday,  July 10, 2024 - Regular Council Meeting",,"{'default': {'url': 'https://i.ytimg.com/vi/pIcRrKVUea8/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/pIcRrKVUea8/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/pIcRrKVUea8/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/pIcRrKVUea8/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/pIcRrKVUea8/maxresdefault.jpg', 'width': 1280, 'height': 720}}",City of San Luis,PLTnWtZMTeHrPFsC4tDpzMFerszY_EQlvH,1,"{'kind': 'youtube#video', 'videoId': 'pIcRrKVUea8'}",City of San Luis,UC1c9AbJs9TxnqYFF3lk0ROg,https://i.ytimg.com/vi/pIcRrKVUea8/hqdefault.jpg
youtube#playlistItem,AqfwLvdut1kia4hL1HDS7LnZFr4,UExUbld0Wk1UZUhyUEZzQzR0RHB6TUZlcnN6WV9FUWx2SC4yMUQyQTQzMjRDNzMyQTMy,https://www.youtube.com/watch?v=pX5dVXRNMz0,pX5dVXRNMz0,2024-07-11T00:11:40Z,UC1c9AbJs9TxnqYFF3lk0ROg,"Wednesday,  July 10, 2024 - Special City Council Meeting",,"{'default': {'url': 'https://i.ytimg.com/vi/pX5dVXRNMz0/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/pX5dVXRNMz0/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/pX5dVXRNMz0/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/pX5dVXRNMz0/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/pX5dVXRNMz0/maxresdefault.jpg', 'width': 1280, 'height': 720}}",City of San Luis,PLTnWtZMTeHrPFsC4tDpzMFerszY_EQlvH,2,"{'kind': 'youtube#video', 'videoId': 'pX5dVXRNMz0'}",City of San Luis,UC1c9AbJs9TxnqYFF3lk0ROg,https://i.ytimg.com/vi/pX5dVXRNMz0/hqdefault.jpg
youtube#playlistItem,DwxhNRsHedLSLmHZh35yP8iTMqY,UExUbld0Wk1UZUhyUEZzQzR0RHB6TUZlcnN6WV9FUWx2SC41QTY1Q0UxMTVCODczNThE,https://www.youtube.com/watch?v=krXL4pRr4ow,krXL4pRr4ow,2024-07-04T00:34:46Z,UC1c9AbJs9TxnqYFF3lk0ROg,"Wednesday,  July 3, 2024 - Special City Council Meeting",,"{'default': {'url': 'https://i.ytimg.com/vi/krXL4pRr4ow/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/krXL4pRr4ow/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/krXL4pRr4ow/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/krXL4pRr4ow/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/krXL4pRr4ow/maxresdefault.jpg', 'width': 1280, 'height': 720}}",City of San Luis,PLTnWtZMTeHrPFsC4tDpzMFerszY_EQlvH,3,"{'kind': 'youtube#video', 'videoId': 'krXL4pRr4ow'}",City of San Luis,UC1c9AbJs9TxnqYFF3lk0ROg,https://i.ytimg.com/vi/krXL4pRr4ow/hqdefault.jpg
youtube#playlistItem,hvBESi9OnCifTgOwlt3qxpsYm8o,UExUbld0Wk1UZUhyUEZzQzR0RHB6TUZlcnN6WV9FUWx2SC5EQUE1NTFDRjcwMDg0NEMz,https://www.youtube.com/watch?v=h3rFAj0RPgY,h3rFAj0RPgY,2024-06-27T15:37:16Z,UC1c9AbJs9TxnqYFF3lk0ROg,"Wednesday, June 26, 2024 - City Council Regular Meeting",,"{'default': {'url': 'https://i.ytimg.com/vi/h3rFAj0RPgY/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/h3rFAj0RPgY/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/h3rFAj0RPgY/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/h3rFAj0RPgY/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/h3rFAj0RPgY/maxresdefault.jpg', 'width': 1280, 'height': 720}}",City of San Luis,PLTnWtZMTeHrPFsC4tDpzMFerszY_EQlvH,4,"{'kind': 'youtube#video', 'videoId': 'h3rFAj0RPgY'}",City of San Luis,UC1c9AbJs9TxnqYFF3lk0ROg,https://i.ytimg.com/vi/h3rFAj0RPgY/hqdefault.jpg
youtube#playlistItem,gBimuyqGSxNiVRdYw-vDodR6Hmc,UExUbld0Wk1UZUhyUEZzQzR0RHB6TUZlcnN6WV9FUWx2SC41Mzk2QTAxMTkzNDk4MDhF,https://www.youtube.com/watch?v=C6fNSzGbvtg,C6fNSzGbvtg,2024-06-13T00:34:34Z,UC1c9AbJs9TxnqYFF3lk0ROg,"Wednesday, June 12, 2024 - City Council Regular Meeting",,"{'default': {'url': 'https://i.ytimg.com/vi/C6fNSzGbvtg/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/C6fNSzGbvtg/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/C6fNSzGbvtg/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/C6fNSzGbvtg/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/C6fNSzGbvtg/maxresdefault.jpg', 'width': 1280, 'height': 720}}",City of San Luis,PLTnWtZMTeHrPFsC4tDpzMFerszY_EQlvH,5,"{'kind': 'youtube#video', 'videoId': 'C6fNSzGbvtg'}",City of San Luis,UC1c9AbJs9TxnqYFF3lk0ROg,https://i.ytimg.com/vi/C6fNSzGbvtg/hqdefault.jpg
youtube#playlistItem,OgFNQTNTW6JuhfMQ2VMM7WZjbhA,UExUbld0Wk1UZUhyUEZzQzR0RHB6TUZlcnN6WV9FUWx2SC45ODRDNTg0QjA4NkFBNkQy,https://www.youtube.com/watch?v=xS0JVhQOLtw,xS0JVhQOLtw,2024-05-23T00:38:55Z,UC1c9AbJs9TxnqYFF3lk0ROg,"Wednesday, May 22, 2024 - City Council Regular Meeting",,"{'default': {'url': 'https://i.ytimg.com/vi/xS0JVhQOLtw/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/xS0JVhQOLtw/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/xS0JVhQOLtw/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/xS0JVhQOLtw/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/xS0JVhQOLtw/maxresdefault.jpg', 'width': 1280, 'height': 720}}",City of San Luis,PLTnWtZMTeHrPFsC4tDpzMFerszY_EQlvH,6,"{'kind': 'youtube#video', 'videoId': 'xS0JVhQOLtw'}",City of San Luis,UC1c9AbJs9TxnqYFF3lk0ROg,https://i.ytimg.com/vi/xS0JVhQOLtw/hqdefault.jpg
youtube#playlistItem,sLSvqQ8To0jLPsSBR-G7_H7oR8A,UExUbld0Wk1UZUhyUEZzQzR0RHB6TUZlcnN6WV9FUWx2SC5EMEEwRUY5M0RDRTU3NDJC,https://www.youtube.com/watch?v=VJGZXHX29Ws,VJGZXHX29Ws,2024-05-09T00:33:41Z,UC1c9AbJs9TxnqYFF3lk0ROg,"Wednesday, May 8, 2024 - City Council Regular Meeting",,"{'default': {'url': 'https://i.ytimg.com/vi/VJGZXHX29Ws/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/VJGZXHX29Ws/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/VJGZXHX29Ws/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/VJGZXHX29Ws/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/VJGZXHX29Ws/maxresdefault.jpg', 'width': 1280, 'height': 720}}",City of San Luis,PLTnWtZMTeHrPFsC4tDpzMFerszY_EQlvH,7,"{'kind': 'youtube#video', 'videoId': 'VJGZXHX29Ws'}",City of San Luis,UC1c9AbJs9TxnqYFF3lk0ROg,https://i.ytimg.com/vi/VJGZXHX29Ws/hqdefault.jpg
youtube#playlistItem,bdFvh23b9aSl7OwUlfv79n8SOmc,UExUbld0Wk1UZUhyUEZzQzR0RHB6TUZlcnN6WV9FUWx2SC5DQUNERDQ2NkIzRUQxNTY1,https://www.youtube.com/watch?v=DVv9DWIDp74,DVv9DWIDp74,2024-04-25T03:08:41Z,UC1c9AbJs9TxnqYFF3lk0ROg,"Wednesday, April 24, 2024 -- Regular City Council Meeting",,"{'default': {'url': 'https://i.ytimg.com/vi/DVv9DWIDp74/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/DVv9DWIDp74/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/DVv9DWIDp74/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/DVv9DWIDp74/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/DVv9DWIDp74/maxresdefault.jpg', 'width': 1280, 'height': 720}}",City of San Luis,PLTnWtZMTeHrPFsC4tDpzMFerszY_EQlvH,8,"{'kind': 'youtube#video', 'videoId': 'DVv9DWIDp74'}",City of San Luis,UC1c9AbJs9TxnqYFF3lk0ROg,https://i.ytimg.com/vi/DVv9DWIDp74/hqdefault.jpg
youtube#playlistItem,15Pt1_QUV_XbyUIyRA46JnnXVPo,UExUbld0Wk1UZUhyUEZzQzR0RHB6TUZlcnN6WV9FUWx2SC40NzZCMERDMjVEN0RFRThB,https://www.youtube.com/watch?v=dPnZPrE36Nc,dPnZPrE36Nc,2024-04-25T03:15:26Z,UC1c9AbJs9TxnqYFF3lk0ROg,"Wednesday, April 10, 2024 - City Council Regular Meeting",,"{'default': {'url': 'https://i.ytimg.com/vi/dPnZPrE36Nc/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/dPnZPrE36Nc/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/dPnZPrE36Nc/hqdefault.jpg', 'width': 480, 'height': 360}, 'standard': {'url': 'https://i.ytimg.com/vi/dPnZPrE36Nc/sddefault.jpg', 'width': 640, 'height': 480}, 'maxres': {'url': 'https://i.ytimg.com/vi/dPnZPrE36Nc/maxresdefault.jpg', 'width': 1280, 'height': 720}}",City of San Luis,PLTnWtZMTeHrPFsC4tDpzMFerszY_EQlvH,9,"{'kind': 'youtube#video', 'videoId': 'dPnZPrE36Nc'}",City of San Luis,UC1c9AbJs9TxnqYFF3lk0ROg,https://i.ytimg.com/vi/dPnZPrE36Nc/hqdefault.jpg
